loss,nb_trees,nb_features,test_score
gini,70.0,5.0,0.647186147186
gini,70.0,6.0,0.660173160173
gini,70.0,7.0,0.664502164502
gini,70.0,8.0,0.660173160173
gini,70.0,9.0,0.655844155844
gini,70.0,10.0,0.649350649351
gini,71.0,1.0,0.649350649351
gini,71.0,2.0,0.651515151515
gini,71.0,3.0,0.660173160173
gini,71.0,4.0,0.67316017316
gini,71.0,5.0,0.662337662338
gini,71.0,6.0,0.649350649351
gini,71.0,7.0,0.660173160173
gini,71.0,8.0,0.660173160173
gini,71.0,9.0,0.638528138528
gini,71.0,10.0,0.65367965368
gini,72.0,1.0,0.636363636364
gini,72.0,2.0,0.647186147186
gini,72.0,3.0,0.664502164502
gini,72.0,4.0,0.655844155844
gini,72.0,5.0,0.645021645022
gini,72.0,6.0,0.647186147186
gini,72.0,7.0,0.645021645022
gini,72.0,8.0,0.638528138528
gini,72.0,9.0,0.651515151515
gini,72.0,10.0,0.647186147186
gini,73.0,1.0,0.651515151515
gini,73.0,2.0,0.660173160173
gini,73.0,3.0,0.649350649351
gini,73.0,4.0,0.67316017316
gini,73.0,5.0,0.642857142857
gini,73.0,6.0,0.658008658009
gini,73.0,7.0,0.666666666667
gini,73.0,8.0,0.647186147186
gini,73.0,9.0,0.647186147186
gini,73.0,10.0,0.675324675325
gini,74.0,1.0,0.647186147186
gini,74.0,2.0,0.645021645022
gini,74.0,3.0,0.660173160173
gini,74.0,4.0,0.666666666667
gini,74.0,5.0,0.660173160173
gini,74.0,6.0,0.649350649351
gini,74.0,7.0,0.638528138528
gini,74.0,8.0,0.655844155844
gini,74.0,9.0,0.647186147186
gini,74.0,10.0,0.651515151515
gini,75.0,1.0,0.658008658009
gini,75.0,2.0,0.647186147186
gini,75.0,3.0,0.660173160173
gini,75.0,4.0,0.645021645022
gini,75.0,5.0,0.662337662338
gini,75.0,6.0,0.640692640693
gini,75.0,7.0,0.649350649351
gini,75.0,8.0,0.640692640693
gini,75.0,9.0,0.660173160173
gini,75.0,10.0,0.651515151515
gini,76.0,1.0,0.640692640693
gini,76.0,2.0,0.640692640693
gini,76.0,3.0,0.664502164502
gini,76.0,4.0,0.655844155844
gini,76.0,5.0,0.660173160173
gini,76.0,6.0,0.645021645022
gini,76.0,7.0,0.649350649351
gini,76.0,8.0,0.640692640693
gini,76.0,9.0,0.645021645022
gini,76.0,10.0,0.640692640693
gini,77.0,1.0,0.640692640693
gini,77.0,2.0,0.668831168831
gini,77.0,3.0,0.642857142857
gini,77.0,4.0,0.649350649351
gini,77.0,5.0,0.662337662338
gini,77.0,6.0,0.638528138528
gini,77.0,7.0,0.651515151515
gini,77.0,8.0,0.65367965368
gini,77.0,9.0,0.647186147186
gini,77.0,10.0,0.65367965368
gini,78.0,1.0,0.645021645022
gini,78.0,2.0,0.65367965368
gini,78.0,3.0,0.660173160173
gini,78.0,4.0,0.65367965368
gini,78.0,5.0,0.647186147186
gini,78.0,6.0,0.649350649351
gini,78.0,7.0,0.645021645022
gini,78.0,8.0,0.647186147186
gini,78.0,9.0,0.647186147186
gini,78.0,10.0,0.649350649351
gini,79.0,1.0,0.642857142857
gini,79.0,2.0,0.649350649351
gini,79.0,3.0,0.651515151515
gini,79.0,4.0,0.658008658009
gini,79.0,5.0,0.670995670996
gini,79.0,6.0,0.651515151515
gini,79.0,7.0,0.65367965368
gini,79.0,8.0,0.649350649351
gini,79.0,9.0,0.649350649351
gini,79.0,10.0,0.642857142857
gini,80.0,1.0,0.651515151515
gini,80.0,2.0,0.640692640693
gini,80.0,3.0,0.662337662338
gini,80.0,4.0,0.649350649351
gini,80.0,5.0,0.65367965368
gini,80.0,6.0,0.666666666667
gini,80.0,7.0,0.651515151515
gini,80.0,8.0,0.675324675325
gini,80.0,9.0,0.649350649351
gini,80.0,10.0,0.645021645022
gini,81.0,1.0,0.660173160173
gini,81.0,2.0,0.638528138528
gini,81.0,3.0,0.65367965368
gini,81.0,4.0,0.632034632035
gini,81.0,5.0,0.668831168831
gini,81.0,6.0,0.655844155844
gini,81.0,7.0,0.645021645022
gini,81.0,8.0,0.65367965368
gini,81.0,9.0,0.649350649351
gini,81.0,10.0,0.645021645022
gini,82.0,1.0,0.651515151515
gini,82.0,2.0,0.660173160173
gini,82.0,3.0,0.655844155844
gini,82.0,4.0,0.662337662338
gini,82.0,5.0,0.655844155844
gini,82.0,6.0,0.638528138528
gini,82.0,7.0,0.638528138528
gini,82.0,8.0,0.640692640693
gini,82.0,9.0,0.658008658009
gini,82.0,10.0,0.638528138528
gini,83.0,1.0,0.651515151515
gini,83.0,2.0,0.642857142857
gini,83.0,3.0,0.636363636364
gini,83.0,4.0,0.658008658009
gini,83.0,5.0,0.67316017316
gini,83.0,6.0,0.649350649351
gini,83.0,7.0,0.668831168831
gini,83.0,8.0,0.642857142857
gini,83.0,9.0,0.65367965368
gini,83.0,10.0,0.65367965368
gini,84.0,1.0,0.658008658009
gini,84.0,2.0,0.649350649351
gini,84.0,3.0,0.651515151515
gini,84.0,4.0,0.67316017316
gini,84.0,5.0,0.675324675325
gini,84.0,6.0,0.655844155844
gini,84.0,7.0,0.649350649351
gini,84.0,8.0,0.649350649351
gini,84.0,9.0,0.65367965368
gini,84.0,10.0,0.636363636364
gini,85.0,1.0,0.651515151515
gini,85.0,2.0,0.655844155844
gini,85.0,3.0,0.638528138528
gini,85.0,4.0,0.658008658009
gini,85.0,5.0,0.660173160173
gini,85.0,6.0,0.65367965368
gini,85.0,7.0,0.666666666667
gini,85.0,8.0,0.651515151515
gini,85.0,9.0,0.647186147186
gini,85.0,10.0,0.65367965368
gini,86.0,1.0,0.65367965368
gini,86.0,2.0,0.640692640693
gini,86.0,3.0,0.649350649351
gini,86.0,4.0,0.642857142857
gini,86.0,5.0,0.664502164502
gini,86.0,6.0,0.664502164502
gini,86.0,7.0,0.647186147186
gini,86.0,8.0,0.640692640693
gini,86.0,9.0,0.647186147186
gini,86.0,10.0,0.655844155844
gini,87.0,1.0,0.660173160173
gini,87.0,2.0,0.642857142857
gini,87.0,3.0,0.65367965368
gini,87.0,4.0,0.67316017316
gini,87.0,5.0,0.675324675325
gini,87.0,6.0,0.636363636364
gini,87.0,7.0,0.645021645022
gini,87.0,8.0,0.660173160173
gini,87.0,9.0,0.640692640693
gini,87.0,10.0,0.638528138528
gini,88.0,1.0,0.62987012987
gini,88.0,2.0,0.658008658009
gini,88.0,3.0,0.662337662338
gini,88.0,4.0,0.681818181818
gini,88.0,5.0,0.65367965368
gini,88.0,6.0,0.655844155844
gini,88.0,7.0,0.642857142857
gini,88.0,8.0,0.642857142857
gini,88.0,9.0,0.642857142857
gini,88.0,10.0,0.649350649351
gini,89.0,1.0,0.660173160173
gini,89.0,2.0,0.65367965368
gini,89.0,3.0,0.662337662338
gini,89.0,4.0,0.666666666667
gini,89.0,5.0,0.649350649351
gini,89.0,6.0,0.645021645022
gini,89.0,7.0,0.638528138528
gini,89.0,8.0,0.645021645022
gini,89.0,9.0,0.645021645022
gini,89.0,10.0,0.664502164502
gini,90.0,1.0,0.642857142857
gini,90.0,2.0,0.664502164502
gini,90.0,3.0,0.658008658009
gini,90.0,4.0,0.65367965368
gini,90.0,5.0,0.638528138528
gini,90.0,6.0,0.655844155844
gini,90.0,7.0,0.638528138528
gini,90.0,8.0,0.65367965368
gini,90.0,9.0,0.640692640693
gini,90.0,10.0,0.649350649351
gini,91.0,1.0,0.660173160173
gini,91.0,2.0,0.658008658009
gini,91.0,3.0,0.658008658009
gini,91.0,4.0,0.660173160173
gini,91.0,5.0,0.65367965368
gini,91.0,6.0,0.662337662338
gini,91.0,7.0,0.638528138528
gini,91.0,8.0,0.65367965368
gini,91.0,9.0,0.655844155844
gini,91.0,10.0,0.632034632035
gini,92.0,1.0,0.658008658009
gini,92.0,2.0,0.655844155844
gini,92.0,3.0,0.666666666667
gini,92.0,4.0,0.664502164502
gini,92.0,5.0,0.655844155844
gini,92.0,6.0,0.651515151515
gini,92.0,7.0,0.660173160173
gini,92.0,8.0,0.65367965368
gini,92.0,9.0,0.645021645022
gini,92.0,10.0,0.634199134199
gini,93.0,1.0,0.638528138528
gini,93.0,2.0,0.640692640693
gini,93.0,3.0,0.664502164502
gini,93.0,4.0,0.664502164502
gini,93.0,5.0,0.664502164502
gini,93.0,6.0,0.638528138528
gini,93.0,7.0,0.651515151515
gini,93.0,8.0,0.662337662338
gini,93.0,9.0,0.632034632035
gini,93.0,10.0,0.655844155844
gini,94.0,1.0,0.640692640693
gini,94.0,2.0,0.65367965368
gini,94.0,3.0,0.664502164502
gini,94.0,4.0,0.664502164502
gini,94.0,5.0,0.645021645022
gini,94.0,6.0,0.655844155844
gini,94.0,7.0,0.668831168831
gini,94.0,8.0,0.647186147186
gini,94.0,9.0,0.65367965368
gini,94.0,10.0,0.636363636364
gini,95.0,1.0,0.655844155844
gini,95.0,2.0,0.658008658009
gini,95.0,3.0,0.660173160173
gini,95.0,4.0,0.662337662338
gini,95.0,5.0,0.664502164502
gini,95.0,6.0,0.65367965368
gini,95.0,7.0,0.67316017316
gini,95.0,8.0,0.660173160173
gini,95.0,9.0,0.640692640693
gini,95.0,10.0,0.640692640693
gini,96.0,1.0,0.649350649351
gini,96.0,2.0,0.664502164502
gini,96.0,3.0,0.65367965368
gini,96.0,4.0,0.666666666667
gini,96.0,5.0,0.65367965368
gini,96.0,6.0,0.668831168831
gini,96.0,7.0,0.658008658009
gini,96.0,8.0,0.65367965368
gini,96.0,9.0,0.647186147186
gini,96.0,10.0,0.655844155844
gini,97.0,1.0,0.65367965368
gini,97.0,2.0,0.649350649351
gini,97.0,3.0,0.642857142857
gini,97.0,4.0,0.666666666667
gini,97.0,5.0,0.677489177489
gini,97.0,6.0,0.664502164502
gini,97.0,7.0,0.632034632035
gini,97.0,8.0,0.658008658009
gini,97.0,9.0,0.65367965368
gini,97.0,10.0,0.642857142857
gini,98.0,1.0,0.623376623377
gini,98.0,2.0,0.67316017316
gini,98.0,3.0,0.640692640693
gini,98.0,4.0,0.651515151515
gini,98.0,5.0,0.651515151515
gini,98.0,6.0,0.658008658009
gini,98.0,7.0,0.651515151515
gini,98.0,8.0,0.655844155844
gini,98.0,9.0,0.649350649351
gini,98.0,10.0,0.647186147186
gini,99.0,1.0,0.655844155844
gini,99.0,2.0,0.651515151515
gini,99.0,3.0,0.666666666667
gini,99.0,4.0,0.65367965368
gini,99.0,5.0,0.649350649351
gini,99.0,6.0,0.647186147186
gini,99.0,7.0,0.65367965368
gini,99.0,8.0,0.65367965368
gini,99.0,9.0,0.642857142857
gini,99.0,10.0,0.651515151515
entropy,1.0,1.0,0.590909090909
entropy,1.0,2.0,0.597402597403
entropy,1.0,3.0,0.551948051948
entropy,1.0,4.0,0.573593073593
entropy,1.0,5.0,0.580086580087
entropy,1.0,6.0,0.582251082251
entropy,1.0,7.0,0.621212121212
entropy,1.0,8.0,0.597402597403
entropy,1.0,9.0,0.571428571429
entropy,1.0,10.0,0.595238095238
entropy,2.0,1.0,0.595238095238
entropy,2.0,2.0,0.608225108225
entropy,2.0,3.0,0.668831168831
entropy,2.0,4.0,0.625541125541
entropy,2.0,5.0,0.616883116883
entropy,2.0,6.0,0.645021645022
entropy,2.0,7.0,0.625541125541
entropy,2.0,8.0,0.634199134199
entropy,2.0,9.0,0.634199134199
entropy,2.0,10.0,0.619047619048
entropy,3.0,1.0,0.588744588745
entropy,3.0,2.0,0.603896103896
entropy,3.0,3.0,0.58658008658
entropy,3.0,4.0,0.606060606061
entropy,3.0,5.0,0.621212121212
entropy,3.0,6.0,0.616883116883
entropy,3.0,7.0,0.65367965368
entropy,3.0,8.0,0.645021645022
entropy,3.0,9.0,0.595238095238
entropy,3.0,10.0,0.61038961039
entropy,4.0,1.0,0.61038961039
entropy,4.0,2.0,0.619047619048
entropy,4.0,3.0,0.623376623377
entropy,4.0,4.0,0.642857142857
entropy,4.0,5.0,0.62987012987
entropy,4.0,6.0,0.625541125541
entropy,4.0,7.0,0.634199134199
entropy,4.0,8.0,0.634199134199
entropy,4.0,9.0,0.632034632035
entropy,4.0,10.0,0.608225108225
entropy,5.0,1.0,0.616883116883
entropy,5.0,2.0,0.606060606061
entropy,5.0,3.0,0.606060606061
entropy,5.0,4.0,0.642857142857
entropy,5.0,5.0,0.625541125541
entropy,5.0,6.0,0.636363636364
entropy,5.0,7.0,0.638528138528
entropy,5.0,8.0,0.61038961039
entropy,5.0,9.0,0.632034632035
entropy,5.0,10.0,0.625541125541
entropy,6.0,1.0,0.627705627706
entropy,6.0,2.0,0.623376623377
entropy,6.0,3.0,0.590909090909
entropy,6.0,4.0,0.638528138528
entropy,6.0,5.0,0.62987012987
entropy,6.0,6.0,0.647186147186
entropy,6.0,7.0,0.658008658009
entropy,6.0,8.0,0.645021645022
entropy,6.0,9.0,0.642857142857
entropy,6.0,10.0,0.627705627706
entropy,7.0,1.0,0.640692640693
entropy,7.0,2.0,0.619047619048
entropy,7.0,3.0,0.608225108225
entropy,7.0,4.0,0.619047619048
entropy,7.0,5.0,0.649350649351
entropy,7.0,6.0,0.655844155844
entropy,7.0,7.0,0.616883116883
entropy,7.0,8.0,0.642857142857
entropy,7.0,9.0,0.616883116883
entropy,7.0,10.0,0.612554112554
entropy,8.0,1.0,0.614718614719
entropy,8.0,2.0,0.623376623377
entropy,8.0,3.0,0.638528138528
entropy,8.0,4.0,0.651515151515
entropy,8.0,5.0,0.627705627706
entropy,8.0,6.0,0.647186147186
entropy,8.0,7.0,0.638528138528
entropy,8.0,8.0,0.627705627706
entropy,8.0,9.0,0.616883116883
entropy,8.0,10.0,0.636363636364
entropy,9.0,1.0,0.614718614719
entropy,9.0,2.0,0.638528138528
entropy,9.0,3.0,0.627705627706
entropy,9.0,4.0,0.638528138528
entropy,9.0,5.0,0.640692640693
entropy,9.0,6.0,0.632034632035
entropy,9.0,7.0,0.636363636364
entropy,9.0,8.0,0.621212121212
entropy,9.0,9.0,0.623376623377
entropy,9.0,10.0,0.649350649351
entropy,10.0,1.0,0.647186147186
entropy,10.0,2.0,0.655844155844
entropy,10.0,3.0,0.658008658009
entropy,10.0,4.0,0.645021645022
entropy,10.0,5.0,0.655844155844
entropy,10.0,6.0,0.632034632035
entropy,10.0,7.0,0.642857142857
entropy,10.0,8.0,0.627705627706
entropy,10.0,9.0,0.640692640693
entropy,10.0,10.0,0.647186147186
entropy,11.0,1.0,0.634199134199
entropy,11.0,2.0,0.62987012987
entropy,11.0,3.0,0.65367965368
entropy,11.0,4.0,0.62987012987
entropy,11.0,5.0,0.636363636364
entropy,11.0,6.0,0.601731601732
entropy,11.0,7.0,0.660173160173
entropy,11.0,8.0,0.649350649351
entropy,11.0,9.0,0.658008658009
entropy,11.0,10.0,0.623376623377
entropy,12.0,1.0,0.614718614719
entropy,12.0,2.0,0.632034632035
entropy,12.0,3.0,0.642857142857
entropy,12.0,4.0,0.658008658009
entropy,12.0,5.0,0.638528138528
entropy,12.0,6.0,0.638528138528
entropy,12.0,7.0,0.638528138528
entropy,12.0,8.0,0.647186147186
entropy,12.0,9.0,0.655844155844
entropy,12.0,10.0,0.649350649351
entropy,13.0,1.0,0.612554112554
entropy,13.0,2.0,0.649350649351
entropy,13.0,3.0,0.621212121212
entropy,13.0,4.0,0.645021645022
entropy,13.0,5.0,0.645021645022
entropy,13.0,6.0,0.642857142857
entropy,13.0,7.0,0.638528138528
entropy,13.0,8.0,0.640692640693
entropy,13.0,9.0,0.649350649351
entropy,13.0,10.0,0.638528138528
entropy,14.0,1.0,0.625541125541
entropy,14.0,2.0,0.640692640693
entropy,14.0,3.0,0.627705627706
entropy,14.0,4.0,0.636363636364
entropy,14.0,5.0,0.658008658009
entropy,14.0,6.0,0.658008658009
entropy,14.0,7.0,0.636363636364
entropy,14.0,8.0,0.640692640693
entropy,14.0,9.0,0.649350649351
entropy,14.0,10.0,0.619047619048
entropy,15.0,1.0,0.625541125541
entropy,15.0,2.0,0.640692640693
entropy,15.0,3.0,0.616883116883
entropy,15.0,4.0,0.634199134199
entropy,15.0,5.0,0.640692640693
entropy,15.0,6.0,0.651515151515
entropy,15.0,7.0,0.647186147186
entropy,15.0,8.0,0.625541125541
entropy,15.0,9.0,0.655844155844
entropy,15.0,10.0,0.601731601732
entropy,16.0,1.0,0.632034632035
entropy,16.0,2.0,0.649350649351
entropy,16.0,3.0,0.670995670996
entropy,16.0,4.0,0.658008658009
entropy,16.0,5.0,0.627705627706
entropy,16.0,6.0,0.658008658009
entropy,16.0,7.0,0.627705627706
entropy,16.0,8.0,0.645021645022
entropy,16.0,9.0,0.647186147186
entropy,16.0,10.0,0.636363636364
entropy,17.0,1.0,0.627705627706
entropy,17.0,2.0,0.632034632035
entropy,17.0,3.0,0.666666666667
entropy,17.0,4.0,0.658008658009
entropy,17.0,5.0,0.647186147186
entropy,17.0,6.0,0.649350649351
entropy,17.0,7.0,0.645021645022
entropy,17.0,8.0,0.645021645022
entropy,17.0,9.0,0.658008658009
entropy,17.0,10.0,0.634199134199
entropy,18.0,1.0,0.627705627706
entropy,18.0,2.0,0.651515151515
entropy,18.0,3.0,0.636363636364
entropy,18.0,4.0,0.67316017316
entropy,18.0,5.0,0.655844155844
entropy,18.0,6.0,0.642857142857
entropy,18.0,7.0,0.647186147186
entropy,18.0,8.0,0.638528138528
entropy,18.0,9.0,0.651515151515
entropy,18.0,10.0,0.651515151515
entropy,19.0,1.0,0.645021645022
entropy,19.0,2.0,0.623376623377
entropy,19.0,3.0,0.655844155844
entropy,19.0,4.0,0.655844155844
entropy,19.0,5.0,0.642857142857
entropy,19.0,6.0,0.645021645022
entropy,19.0,7.0,0.651515151515
entropy,19.0,8.0,0.623376623377
entropy,19.0,9.0,0.642857142857
entropy,19.0,10.0,0.670995670996
entropy,20.0,1.0,0.632034632035
entropy,20.0,2.0,0.634199134199
entropy,20.0,3.0,0.649350649351
entropy,20.0,4.0,0.642857142857
entropy,20.0,5.0,0.658008658009
entropy,20.0,6.0,0.651515151515
entropy,20.0,7.0,0.662337662338
entropy,20.0,8.0,0.645021645022
entropy,20.0,9.0,0.636363636364
entropy,20.0,10.0,0.634199134199
entropy,21.0,1.0,0.632034632035
entropy,21.0,2.0,0.638528138528
entropy,21.0,3.0,0.658008658009
entropy,21.0,4.0,0.642857142857
entropy,21.0,5.0,0.645021645022
entropy,21.0,6.0,0.658008658009
entropy,21.0,7.0,0.638528138528
entropy,21.0,8.0,0.660173160173
entropy,21.0,9.0,0.634199134199
entropy,21.0,10.0,0.658008658009
entropy,22.0,1.0,0.645021645022
entropy,22.0,2.0,0.632034632035
entropy,22.0,3.0,0.660173160173
entropy,22.0,4.0,0.62987012987
entropy,22.0,5.0,0.634199134199
entropy,22.0,6.0,0.649350649351
entropy,22.0,7.0,0.65367965368
entropy,22.0,8.0,0.649350649351
entropy,22.0,9.0,0.645021645022
entropy,22.0,10.0,0.647186147186
entropy,23.0,1.0,0.623376623377
entropy,23.0,2.0,0.645021645022
entropy,23.0,3.0,0.649350649351
entropy,23.0,4.0,0.658008658009
entropy,23.0,5.0,0.634199134199
entropy,23.0,6.0,0.649350649351
entropy,23.0,7.0,0.642857142857
entropy,23.0,8.0,0.645021645022
entropy,23.0,9.0,0.655844155844
entropy,23.0,10.0,0.651515151515
entropy,24.0,1.0,0.632034632035
entropy,24.0,2.0,0.640692640693
entropy,24.0,3.0,0.65367965368
entropy,24.0,4.0,0.642857142857
entropy,24.0,5.0,0.649350649351
entropy,24.0,6.0,0.677489177489
entropy,24.0,7.0,0.642857142857
entropy,24.0,8.0,0.658008658009
entropy,24.0,9.0,0.647186147186
entropy,24.0,10.0,0.645021645022
entropy,25.0,1.0,0.621212121212
entropy,25.0,2.0,0.640692640693
entropy,25.0,3.0,0.666666666667
entropy,25.0,4.0,0.670995670996
entropy,25.0,5.0,0.638528138528
entropy,25.0,6.0,0.625541125541
entropy,25.0,7.0,0.645021645022
entropy,25.0,8.0,0.670995670996
entropy,25.0,9.0,0.658008658009
entropy,25.0,10.0,0.655844155844
entropy,26.0,1.0,0.638528138528
entropy,26.0,2.0,0.647186147186
entropy,26.0,3.0,0.638528138528
entropy,26.0,4.0,0.655844155844
entropy,26.0,5.0,0.632034632035
entropy,26.0,6.0,0.649350649351
entropy,26.0,7.0,0.632034632035
entropy,26.0,8.0,0.634199134199
entropy,26.0,9.0,0.655844155844
entropy,26.0,10.0,0.651515151515
entropy,27.0,1.0,0.632034632035
entropy,27.0,2.0,0.651515151515
entropy,27.0,3.0,0.662337662338
entropy,27.0,4.0,0.655844155844
entropy,27.0,5.0,0.640692640693
entropy,27.0,6.0,0.67316017316
entropy,27.0,7.0,0.632034632035
entropy,27.0,8.0,0.65367965368
entropy,27.0,9.0,0.636363636364
entropy,27.0,10.0,0.645021645022
entropy,28.0,1.0,0.640692640693
entropy,28.0,2.0,0.62987012987
entropy,28.0,3.0,0.658008658009
entropy,28.0,4.0,0.658008658009
entropy,28.0,5.0,0.65367965368
entropy,28.0,6.0,0.65367965368
entropy,28.0,7.0,0.655844155844
entropy,28.0,8.0,0.67316017316
entropy,28.0,9.0,0.642857142857
entropy,28.0,10.0,0.649350649351
entropy,29.0,1.0,0.634199134199
entropy,29.0,2.0,0.634199134199
entropy,29.0,3.0,0.655844155844
entropy,29.0,4.0,0.664502164502
entropy,29.0,5.0,0.647186147186
entropy,29.0,6.0,0.668831168831
entropy,29.0,7.0,0.662337662338
entropy,29.0,8.0,0.651515151515
entropy,29.0,9.0,0.647186147186
entropy,29.0,10.0,0.61038961039
entropy,30.0,1.0,0.645021645022
entropy,30.0,2.0,0.632034632035
entropy,30.0,3.0,0.664502164502
entropy,30.0,4.0,0.651515151515
entropy,30.0,5.0,0.634199134199
entropy,30.0,6.0,0.65367965368
entropy,30.0,7.0,0.647186147186
entropy,30.0,8.0,0.651515151515
entropy,30.0,9.0,0.658008658009
entropy,30.0,10.0,0.634199134199
entropy,31.0,1.0,0.638528138528
entropy,31.0,2.0,0.649350649351
entropy,31.0,3.0,0.655844155844
entropy,31.0,4.0,0.660173160173
entropy,31.0,5.0,0.634199134199
entropy,31.0,6.0,0.642857142857
entropy,31.0,7.0,0.640692640693
entropy,31.0,8.0,0.67316017316
entropy,31.0,9.0,0.642857142857
entropy,31.0,10.0,0.638528138528
entropy,32.0,1.0,0.638528138528
entropy,32.0,2.0,0.658008658009
entropy,32.0,3.0,0.67316017316
entropy,32.0,4.0,0.651515151515
entropy,32.0,5.0,0.649350649351
entropy,32.0,6.0,0.660173160173
entropy,32.0,7.0,0.619047619048
entropy,32.0,8.0,0.65367965368
entropy,32.0,9.0,0.645021645022
entropy,32.0,10.0,0.649350649351
entropy,33.0,1.0,0.627705627706
entropy,33.0,2.0,0.634199134199
entropy,33.0,3.0,0.632034632035
entropy,33.0,4.0,0.655844155844
entropy,33.0,5.0,0.67316017316
entropy,33.0,6.0,0.636363636364
entropy,33.0,7.0,0.625541125541
entropy,33.0,8.0,0.638528138528
entropy,33.0,9.0,0.649350649351
entropy,33.0,10.0,0.649350649351
entropy,34.0,1.0,0.619047619048
entropy,34.0,2.0,0.636363636364
entropy,34.0,3.0,0.638528138528
entropy,34.0,4.0,0.655844155844
entropy,34.0,5.0,0.664502164502
entropy,34.0,6.0,0.651515151515
entropy,34.0,7.0,0.664502164502
entropy,34.0,8.0,0.65367965368
entropy,34.0,9.0,0.647186147186
entropy,34.0,10.0,0.649350649351
entropy,35.0,1.0,0.636363636364
entropy,35.0,2.0,0.645021645022
entropy,35.0,3.0,0.649350649351
entropy,35.0,4.0,0.666666666667
entropy,35.0,5.0,0.647186147186
entropy,35.0,6.0,0.664502164502
entropy,35.0,7.0,0.645021645022
entropy,35.0,8.0,0.660173160173
entropy,35.0,9.0,0.668831168831
entropy,35.0,10.0,0.666666666667
entropy,36.0,1.0,0.62987012987
entropy,36.0,2.0,0.621212121212
entropy,36.0,3.0,0.65367965368
entropy,36.0,4.0,0.636363636364
entropy,36.0,5.0,0.67316017316
entropy,36.0,6.0,0.679653679654
entropy,36.0,7.0,0.670995670996
entropy,36.0,8.0,0.655844155844
entropy,36.0,9.0,0.668831168831
entropy,36.0,10.0,0.636363636364
entropy,37.0,1.0,0.632034632035
entropy,37.0,2.0,0.638528138528
